title,text
The Poughkeepsie Tapes,John Erick DowdleHorror Thriller
The Power Of One,John G. AvildsenDrama
The Powerpuff Girls Movie,Craig McCrackenAnimation Action Family
The Preacher'S Wife,Penny MarshallFantasy Drama Comedy Science Fiction Romance Family
The Presidio,Peter HyamsAction Adventure Crime Drama Mystery Thriller
The Prestige,Christopher NolanDrama Mystery Thriller
The Pretty One,Jenée LaMarqueComedy Drama
The Prey,Eric ValetteAction Crime Thriller
The Prince,Brian A MillerThriller Action
The Prince & Me,Martha CoolidgeComedy Romance
The Prince & Me 2: The Royal Wedding,Catherine CyranComedy Family Romance
The Prince & Me: A Royal Honeymoon,Catherine CyranComedy Romance
The Prince And The Pauper,William KeighleyAdventure Drama Family Fantasy
The Prince Of Egypt,Brenda ChapmanAdventure Animation Drama Family Music
The Prince Of Egypt,Steve HicknerAdventure Animation Drama Family Music
The Prince Of Egypt,Simon WellsAdventure Animation Drama Family Music
The Princess And The Frog,Ron ClementsRomance Family Animation Music
The Princess And The Frog,John MuskerRomance Family Animation Music
The Princess Bride,Rob ReinerAdventure Family Fantasy Comedy Romance
The Princess Diaries,Garry MarshallComedy Family Romance
The Princess Diaries 2: Royal Engagement,Garry MarshallComedy Drama Family Romance
The Principal,Christopher CainAction Adventure Crime Drama
The Prisoner Of Zenda,John CromwellAdventure Drama Romance
The Prisoner Of Zenda,W.S. Van DykeAdventure Drama Romance
The Private Life Of Sherlock Holmes,Billy WilderAdventure Comedy Crime Mystery Romance Thriller
The Private Lives Of Elizabeth And Essex,Michael CurtizDrama Romance
The Producers,Susan StromanComedy Music
The Producers,Mel BrooksComedy
The Professional,Georges LautnerAction Adventure Thriller
The Professionals,Richard BrooksAction Adventure Western
The Program,Stephen FrearsDrama
The Promise,Terry GeorgeHistory Romance Drama
The Promotion,Steve ConradComedy
The Prophecy,Gregory WidenFantasy Horror Thriller
The Prophecy 3: The Ascent,Patrick LussierFantasy Horror Thriller
The Prophecy Ii,Greg SpenceFantasy Horror Thriller
The Prophet,Roger AllersAnimation
The Proposal,Anne FletcherComedy Romance Drama
The Proposition,John HillcoatAction Adventure Crime Drama Thriller Western
The Protector,Prachya PinkaewAction Crime Drama Thriller
The Protector,James GlickenhausAction Adventure Comedy Crime Drama
The Protector 2,Prachya PinkaewAction
The Public Enemy,William A. WellmanDrama Action Crime
The Public Eye,Howard FranklinAction Adventure Crime Drama Thriller
The Punisher,Jonathan HensleighAction Crime Drama
The Punisher,Mark GoldblattAction Thriller
The Punisher: Dirty Laundry,Phil JoanouAction Crime Thriller
The Puppet Masters,Stuart OrmeHorror Science Fiction Thriller
The Purge,James DeMonacoScience Fiction Horror Thriller
The Purge: Anarchy,James DeMonacoHorror Thriller
The Purge: Election Year,James DeMonacoAction Horror Thriller
The Purple Rose Of Cairo,Woody AllenFantasy Comedy Romance
The Pursuit Of Happyness,Gabriele MuccinoDrama
The Pyramid,Grégory LevasseurHorror
The Queen,Stephen FrearsDrama
The Quest,Jean-Claude Van DammeAction Adventure
The Quick And The Dead,Sam RaimiAction Western
The Quiet,Jamie BabbitDrama Thriller
The Quiet American,Phillip NoyceDrama Action Thriller Romance
The Quiet Earth,Geoff MurphyDrama Science Fiction Thriller
The Quiet Man,John FordComedy Drama Romance
The Quiet Ones,John PogueHorror
The Quiller Memorandum,Michael AndersonAction Thriller
The Rage: Carrie 2,Katt SheaHorror Thriller Science Fiction
The Raid,Gareth EvansAction Thriller Crime
The Raid 2,Gareth EvansAction Crime Thriller
The Railway Man,Jonathan TeplitzkyDrama History
The Rainmaker,Francis Ford CoppolaDrama Crime Thriller
The Ramen Girl,Robert Allan AckermanRomance Comedy Drama
The Rapture,Michael TolkinMystery Drama
The Rare Breed,Andrew V. McLaglenWestern
The Raven,Roger CormanComedy Fantasy Horror
The Raven,James McTeigueCrime Thriller Mystery
The Razor'S Edge,Edmund GouldingDrama Romance
The Reader,Stephen DaldryDrama Romance
The Real Mccoy,Russell MulcahyAction Crime Drama Thriller
The Reaping,Stephen HopkinsThriller Horror
The Rebound,Bart FreundlichComedy
The Reckoning,John V. SotoMystery Thriller Crime
The Reconstruction Of William Zero,Dan BushScience Fiction Drama Thriller
The Recruit,Roger DonaldsonAction Thriller
The Red Balloon,Albert LamorisseFantasy Drama Family
The Red Baron,Nikolai MüllerschönAction Adventure Drama History War
The Red Pill,Cassie JayeDocumentary
The Red Shoes,Michael PowellDrama Romance
The Red Shoes,Emeric PressburgerDrama Romance
The Red Turtle,Michael Dudok de WitAnimation Drama Fantasy
The Red Violin,François GirardDrama Thriller Mystery Music Romance
The Reef,Andrew TrauckiDrama Horror Thriller
The Ref,Ted DemmeComedy
The Reflecting Skin,Philip RidleyDrama Horror Thriller
The Relic,Peter HyamsHorror Mystery Thriller
The Reluctant Dragon,Hamilton LuskeFantasy Animation Family Comedy
The Reluctant Fundamentalist,Mira NairThriller
The Remaining,Casey La ScalaThriller Horror
The Remains Of The Day,James IvoryDrama Romance
The Replacement Killers,Antoine FuquaAction Drama Crime Thriller
The Replacements,Howard DeutchComedy
The Rescuers,John LounsberyFantasy Family Animation Adventure
The Rescuers,Wolfgang ReithermanFantasy Family Animation Adventure
The Rescuers,Art StevensFantasy Family Animation Adventure
The Resident,Antti JokinenThriller Mystery
The Return,Asif KapadiaDrama Horror Thriller
The Return,Andrey ZvyagintsevThriller Drama Mystery
The Return Of Don Camillo,Julien DuvivierComedy
The Return Of Jafar,Alan ZasloveFamily Adventure Animation Romance
The Return Of Jafar,Tad StonesFamily Adventure Animation Romance
The Return Of Jafar,Toby SheltonFamily Adventure Animation Romance
The Return Of The Living Dead,Dan O'BannonComedy Horror
The Return Of The Musketeers,Richard LesterComedy Action Adventure
The Return Of The Pink Panther,Blake EdwardsMystery Comedy Crime
The Returned,Manuel CarballoHorror Thriller Drama
The Revenant,D. Kerry Prior Comedy Horror
The Revenant,Alejandro González IñárrituWestern Drama Adventure Thriller
The Rewrite,Marc LawrenceRomance Comedy
The Rezort,Steve BarkerHorror
The Rich Man'S Wife,Amy Holden JonesDrama Thriller
The Ridiculous 6,Frank CoraciComedy Western
The Right Kind Of Wrong,Jeremiah S. ChechikRomance Comedy
The Right Stuff,Philip KaufmanDrama History
The Ring,Gore VerbinskiHorror Mystery
The Ring Two,Hideo NakataDrama Horror Thriller
The Ringer,Barry W. BlausteinComedy
The Riot Club,Lone ScherfigDrama Thriller
The Rise & Fall Of A White Collar Hooligan,Paul TanterThriller Crime
The Rite,Mikael HåfströmDrama Thriller Horror
The River,Mark RydellDrama
The River Murders,Rich CowanThriller Mystery
The River Wild,Curtis HansonAction Adventure Crime Thriller
The Road,John HillcoatAdventure Drama
The Road To El Dorado,Don Michael PaulAdventure Animation Comedy Family
The Road To El Dorado,Bibo BergeronAdventure Animation Comedy Family
The Road Within,Gren WellsComedy Drama
The Roaring Twenties,Raoul WalshCrime Drama Thriller
The Robe,Henry KosterDrama
The Rock,Michael BayAction Adventure Thriller
The Rocker,Peter CattaneoComedy Music
The Rocketeer,Joe JohnstonAction Adventure Science Fiction Family
The Rocky Horror Picture Show,Jim SharmanComedy Horror Music Science Fiction
The Romantics,Galt NiederhofferComedy Drama Romance
The Rookie,Clint EastwoodAction Crime Drama Thriller
The Rookie,John Lee HancockDrama Family
The Room,Tommy WiseauDrama Romance
The Roommate,Christian E. ChristiansenThriller Drama Horror
The Round Up,Roselyne BoschDrama History War
The Rover,David MichôdCrime Drama
The Royal Tenenbaums,Wes AndersonComedy Drama
The Rugrats Movie,Norton VirgienAnimation Family
The Rugrats Movie,Igor KovalyovAnimation Family
The Ruins,Carter SmithDrama Horror
The Rules Of Attraction,Roger AvaryComedy Drama Romance
The Rules Of The Game,Jean RenoirDrama Comedy Romance
The Rum Diary,Bruce RobinsonDrama Comedy
The Runaways,Floria SigismondiDrama Music
The Rundown,Peter BergAdventure Action Comedy Thriller
The Runner,Austin StarkDrama
The Running Man,Paul Michael GlaserAction Science Fiction
The Russia House,Fred SchepisiDrama Action Thriller Romance
"The Russians Are Coming, The Russians Are Coming",Norman JewisonComedy War
The Sacrament,Ti WestHorror Mystery Thriller
The Sacrifice,Andrei TarkovskyDrama
The Saint,Phillip NoyceThriller Action Romance Science Fiction Adventure
The Saint,Ernie BarbarashAction Adventure Crime
The Salesman,Asghar FarhadiDrama Thriller
The Salt Of The Earth,Wim WendersDocumentary
The Salt Of The Earth,Juliano Ribeiro SalgadoDocumentary
The Salvation,Kristian LevringDrama Western
The Samaritan,David WeaverThriller
The Sand Pebbles,Robert WiseAction Adventure Drama War Romance
The Sandlot,David M. EvansComedy Family
The Sandlot: Heading Home,William DearAdventure Drama Action Comedy Science Fiction Family
The Santa Clause,John PasquinFantasy Drama Comedy Family
The Santa Clause 2,Michael LembeckFantasy Comedy Family
The Santa Clause 3: The Escape Clause,Michael LembeckComedy Family Adventure
The Sapphires,Wayne BlairComedy Drama
The Savages,Tamara JenkinsDrama
The Scalphunters,Sydney PollackAction Comedy Western
The Scarlet Empress,Josef von SternbergDrama History Romance
The Scarlet Letter,Roland JofféDrama History Romance
The Science Of Sleep,Michel GondryComedy Drama Fantasy
The Score,Frank OzAction Crime Thriller
The Scorpion King,Chuck RussellAction Fantasy Adventure
The Scorpion King 3: Battle For Redemption,Roel ReinéAction Fantasy Adventure
The Scorpion King: Quest For Power,Mike ElliottAction Fantasy Adventure
The Scorpion King: Rise Of A Warrior,Russell MulcahyFantasy Action Adventure
The Scout,Michael RitchieComedy Drama
The Scribbler,John SuitsThriller
The Sea Inside,Alejandro AmenábarDrama
The Sea Of Trees,Gus Van SantDrama
The Searchers,John FordWestern
The Seasoning House,Paul HyettHorror Thriller
The Second Best Exotic Marigold Hotel,John MaddenDrama Comedy
The Second Mother,Anna MuylaertDrama
The Second Tragic Fantozzi,Luciano SalceComedy
The Secret,Drew HeriotDocumentary
The Secret Garden,Agnieszka HollandDrama Family Fantasy
The Secret In Their Eyes,Juan José CampanellaCrime Drama Mystery Romance
The Secret Life Of Bees,Gina Prince-BythewoodAdventure
The Secret Life Of Pets,Chris RenaudAnimation Family
The Secret Life Of Walter Mitty,Ben StillerAdventure Comedy Drama Fantasy
The Secret Life Of Words,Isabel CoixetDrama Romance
The Secret Of Arkandias,Alexandre CastagnettiFantasy Comedy Adventure
The Secret Of Arkandias,Julien SimonetFantasy Comedy Adventure
The Secret Of Kells,Tomm MooreAnimation Family Fantasy
The Secret Of Kells,Nora TwomeyAnimation Family Fantasy
The Secret Of Moonacre,Gábor CsupóAdventure Fantasy Drama Science Fiction Romance Family
The Secret Of My Success,Herbert RossComedy
The Secret Of Nimh,Don BluthFantasy Animation Drama Family
The Secret Of The Grain,Abdellatif KechicheComedy Drama
The Secret Scripture,Jim SheridanDrama
The Secret World Of Arrietty,Hiromasa YonebayashiFantasy Animation Family
The Seeker: The Dark Is Rising,David L. CunninghamAdventure Drama Fantasy Family Thriller
The Selfish Giant,Clio BarnardDrama
The Sense Of An Ending,Ritesh BatraMystery Drama
The Sentinel,Clark JohnsonAction Thriller Crime
The Sentinel,Michael WinnerHorror Drama Mystery
The Serpent And The Rainbow,Wes CravenHorror Thriller
The Servant,Joseph LoseyDrama
The Sessions,Ben LewinDrama Romance Comedy
The Seven Year Itch,Billy WilderComedy Drama Romance
The Seventh Continent,Michael HanekeDrama
The Seventh Seal,Ingmar BergmanFantasy Drama
The Seventh Sign,Carl SchultzHorror Thriller Mystery Fantasy
The Shack,Stuart HazeldineDrama Fantasy
The Shadow,Russell MulcahyAdventure Fantasy Action Thriller Science Fiction
The Shaggy Dog,Brian RobbinsComedy Family
The Shallows,Jaume Collet-SerraHorror Drama Thriller
The Shamer'S Daughter,Kenneth KainzFamily Fantasy Adventure Action
The Shanghai Gesture,Josef von SternbergDrama Mystery Thriller
The Shawshank Redemption,Frank DarabontDrama Crime
The Sheepman,George MarshallWestern Comedy
The Sheltering Sky,Bernardo BertolucciAdventure Drama Romance
The Sheriff And The Satellite Kid,Michele LupoComedy Science Fiction
The Shining,Stanley KubrickHorror Thriller
The Shipping News,Lasse HallströmDrama Romance
The Shootist,Don SiegelAction Adventure Drama Western
The Shop Around The Corner,Ernst LubitschComedy Romance
The Shortcut,Nicholaus GoossenMystery Horror Thriller
The Shout,Jerzy SkolimowskiHorror Drama
The Shrine,Jon KnautzHorror
The Sicilian,Michael CiminoDrama
The Sicilian Clan,Henri VerneuilCrime
The Siege,Edward ZwickDrama Action Thriller Crime
The Siege Of Jadotville,Richie SmythWar Drama Thriller
The Signal,David BrucknerAction Thriller Horror Science Fiction
The Signal,Dan BushAction Thriller Horror Science Fiction
The Signal,Jacob GentryAction Thriller Horror Science Fiction
The Signal,William EubankThriller Science Fiction
The Silence,Ingmar BergmanDrama Romance
The Silence Of The Lambs,Jonathan DemmeCrime Drama Thriller
The Silent Scream,Denny HarrisHorror Thriller
The Simpsons Movie,David SilvermanAnimation Comedy Family
The Singing Detective,Keith GordonComedy Music Mystery Crime
The Single Moms Club,Tyler PerryDrama Comedy
The Sisterhood Of The Traveling Pants,Ken KwapisDrama Comedy
The Sisterhood Of The Traveling Pants 2,Sanaa HamriAdventure Comedy Drama Family
The Sitter,David Gordon GreenComedy
The Six Wives Of Henry Lefay,Howard Michael GouldComedy
The Sixth Man,Randall MillerFantasy Drama Comedy Science Fiction
The Sixth Sense,M. Night ShyamalanMystery Thriller Drama
The Skeleton Key,Iain SoftleyDrama Horror Mystery Thriller
The Skeleton Twins,Craig JohnsonDrama
The Skin I Live In,Pedro AlmodóvarDrama Horror Mystery Thriller
The Skulls,Rob CohenCrime Drama Thriller
The Skulls Ii,Joe ChappelleAction Comedy Thriller Romance
The Slammin' Salmon,Kevin HeffernanComedy
The Sleeping Dictionary,Guy JenkinDrama Romance
The Slumber Party Massacre,Amy Holden JonesComedy Horror
The Smurfs,Raja GosnellAnimation Family Adventure Comedy Fantasy
The Smurfs 2,Raja GosnellFantasy Family Comedy Animation
The Snow Queen,Vladlen BarbeAnimation Fantasy
The Snow Queen,Maksim SveshnikovAnimation Fantasy
The Snowman,Jimmy T. MurakamiAction Adventure Animation Family Fantasy
The Snowman,Dianne JacksonAction Adventure Animation Family Fantasy
The Social Network,David FincherDrama
The Soloist,Joe WrightDrama
The Son Of No One,Dito MontielDrama Thriller Crime
The Son'S Room,Nanni MorettiDrama
The Sons Of Katie Elder,Henry HathawayWestern
The Sorcerer And The White Snake,Ching Siu-TungAction Fantasy
The Sorcerer'S Apprentice,Jon TurteltaubFantasy Adventure Action Comedy Drama
The Sound Of Music,Robert WiseDrama Family Music Romance
The Source,Radu MihaileanuComedy Drama
The Space Between Us,Peter ChelsomRomance Adventure Science Fiction Drama
The Spacewalker,Dmitriy KiselevAdventure Drama History
The Spanish Apartment,Cédric KlapischDrama Comedy Romance
The Spanish Prisoner,David MametCrime Drama Mystery Thriller
The Specialist,Luis LlosaAction Thriller
The Specials,Craig MazinAction Comedy
The Spectacular Now,James PonsoldtComedy Drama Romance
The Spiderwick Chronicles,Mark WatersAdventure Family Fantasy
The Spiral Staircase,Robert SiodmakCrime Drama Horror Mystery Thriller
The Spirit,Frank MillerAction Comedy Thriller Crime Science Fiction
The Spirit Of The Beehive,Víctor EriceDrama Fantasy
The Spongebob Movie: Sponge Out Of Water,Paul TibbittAnimation Adventure Comedy Family
The Spongebob Squarepants Movie,Stephen HillenburgAnimation Comedy Family
The Spy Next Door,Brian LevantAction Comedy Family
The Spy Who Came In From The Cold,Martin RittDrama Thriller
The Spy Who Loved Me,Lewis GilbertAdventure Action Thriller
The Square,Jehane NoujaimDocumentary Drama History
The Squid And The Whale,Noah BaumbachComedy Drama
The Stag,John ButlerComedy
The Stand,Mick GarrisAdventure Drama Fantasy Horror
The Stanford Prison Experiment,Kyle Patrick AlvarezThriller Drama
The Star Chamber,Peter HyamsAction Crime Drama Thriller
The Star Wars Holiday Special,Steve BinderAdventure Comedy Family Science Fiction TV Movie
The Station Agent,Tom McCarthyDrama Comedy
The Steel Helmet,Samuel FullerDrama War Action
The Stepfather,Nelson McCormickHorror Thriller Mystery
The Stepfather,Joseph RubenDrama Horror Mystery Thriller
The Stepford Wives,Frank OzAction Comedy Science Fiction
